Gender,Branch,College_Tier,CGPA,Internships,Projects,Aptitude_Score,Communication_Score,Technical_Score,Backlogs,Attendance_Percentage,Certifications,Coding_Rating,Placement,Salary_LPA
Female,ECE,Tier 3,7.94,2,1,44,55,53,3,88.7,0,1735,0,0
Male,EEE,Tier 2,8.73,5,2,50,40,75,0,82.69,5,1853,1,19.1
Male,CSE,Tier 3,7.99,3,6,62,65,41,0,77.11,2,1676,0,0
Male,CSE,Tier 2,6.51,2,8,95,54,68,0,71.71,6,1468,1,12.61
Male,EEE,Tier 2,8.54,0,7,61,42,88,4,93.46,1,1788,0,0
Male,CIVIL,Tier 2,6.26,0,4,99,63,69,3,87.72,2,1517,0,0
Male,CSE,Tier 2,7.05,0,6,44,49,61,1,98.28,6,873,0,0
Female,CIVIL,Tier 2,7.23,2,5,51,67,91,3,62.36,6,1592,0,0
Male,ECE,Tier 3,9.31,4,4,94,52,64,4,96.42,3,847,0,0
Female,CIVIL,Tier 3,9.51,3,6,72,65,76,1,85.99,0,1073,0,0
Female,CIVIL,Tier 1,6.98,3,3,75,67,74,0,62.21,4,1605,1,15.3
Male,ECE,Tier 3,7.48,5,1,70,52,55,3,60.29,1,1229,0,0
Female,MECH,Tier 2,6.08,3,5,82,47,49,3,68.86,1,1073,0,0
Female,MECH,Tier 1,8.52,1,6,69,75,83,1,80.39,2,1082,1,16.84
Male,CSE,Tier 1,7.94,1,3,94,61,65,2,66.82,2,1500,1,14.76
Male,CSE,Tier 2,8.18,1,3,79,75,59,2,92.93,1,1651,0,0
Female,CSE,Tier 1,7.91,0,9,49,91,59,0,92.35,1,1348,1,14.65
Male,ECE,Tier 3,6.84,5,7,57,64,61,4,92.54,5,1885,0,0
Male,CIVIL,Tier 3,6.3,1,1,73,63,80,1,90.32,1,897,0,0
Male,IT,Tier 1,9.48,3,2,49,57,49,2,71.94,1,948,1,16.68
Male,EEE,Tier 3,9.45,5,5,52,99,40,4,72.68,7,870,0,0
Female,ECE,Tier 3,5.22,1,1,96,50,61,1,90.69,3,1643,0,0
Female,CIVIL,Tier 3,5,2,6,98,91,76,1,68.78,1,1916,0,0
Male,CIVIL,Tier 1,6.15,2,3,99,64,91,1,82.47,7,906,1,13.01
Male,IT,Tier 1,8.95,2,1,89,81,45,2,95.63,1,1898,1,19.08
Female,IT,Tier 2,5.16,0,1,68,64,60,2,66,2,1840,0,0
Male,CSE,Tier 2,8.58,1,2,49,62,45,4,79.93,7,1818,0,0
Male,MECH,Tier 3,7.66,5,9,54,60,90,0,91.94,0,1411,1,17.2
Female,IT,Tier 1,6.47,4,7,46,43,92,4,87.55,2,1183,1,15.27
Female,MECH,Tier 1,5.18,2,9,89,40,85,2,63.47,4,1317,1,12.02
Female,CSE,Tier 3,6.59,5,2,71,69,52,2,91.11,5,1765,0,0
Female,CSE,Tier 3,6.43,1,9,98,54,40,3,87.92,6,1181,0,0
Male,CIVIL,Tier 1,6.7,2,6,99,74,62,4,86.33,2,1031,1,14.03
Male,ECE,Tier 3,8.75,4,5,48,96,67,3,70.58,5,1884,0,0
Female,MECH,Tier 2,8.53,2,3,70,87,61,0,74.15,3,1010,1,14.86
Female,MECH,Tier 2,8.77,1,1,93,92,61,4,99.69,4,1824,0,0
Female,MECH,Tier 2,7.34,1,6,74,73,65,1,61.65,2,1033,0,0
Male,CSE,Tier 3,7.62,0,1,79,46,57,2,79.45,5,997,0,0
Female,EEE,Tier 2,8.04,2,8,48,71,72,0,96.43,4,1910,1,17.33
Male,CSE,Tier 3,7.35,5,9,45,99,47,1,97.36,7,1271,0,0
Male,IT,Tier 3,5.22,0,7,73,78,98,3,80.32,5,1952,0,0
Female,CIVIL,Tier 2,9.2,2,4,65,66,83,4,72.27,3,1807,1,19.31
Male,ECE,Tier 3,9.52,5,7,57,95,44,3,80.45,3,1492,0,0
Male,CIVIL,Tier 3,9.21,3,7,61,80,97,4,91.31,3,1387,0,0
Male,CSE,Tier 3,9.76,2,2,83,83,41,2,94.23,0,1766,0,0
Female,CSE,Tier 2,5.86,2,4,75,40,66,3,85.01,6,822,0,0
Male,CSE,Tier 3,7.2,1,6,53,79,55,4,62,4,1294,0,0
Male,IT,Tier 3,8.21,4,4,82,65,87,4,84.8,2,1584,0,0
Female,CIVIL,Tier 2,5.86,5,1,73,90,81,4,92.02,0,1362,0,0
Female,ECE,Tier 2,5.76,3,5,58,50,75,2,85.74,5,1119,0,0
Female,ECE,Tier 3,7.47,4,5,97,44,46,4,93.7,7,1516,0,0
Male,ECE,Tier 2,7.65,5,8,84,42,94,3,96.1,4,1604,1,17.91
Female,EEE,Tier 1,6.35,1,6,99,96,83,2,96.29,3,1045,1,12.77
Male,CIVIL,Tier 1,9.82,5,4,42,52,41,4,90.82,1,1329,1,19.01
Male,CIVIL,Tier 2,6.91,4,5,46,90,73,3,80.36,5,1180,0,0
Male,CSE,Tier 1,7.24,2,3,54,48,51,0,73.5,5,1855,1,15.74
Male,CSE,Tier 3,6.99,4,4,63,97,47,1,80.13,7,1858,0,0
Female,IT,Tier 3,7.43,4,7,56,63,75,4,68.78,6,1546,0,0
Male,ECE,Tier 1,7.51,1,5,80,61,86,4,100,6,996,1,14.72
Female,CIVIL,Tier 3,8.68,3,1,85,75,69,3,95.9,0,1296,0,0
Male,MECH,Tier 2,7.17,5,2,41,93,86,2,84.97,0,1734,1,16.3
Female,EEE,Tier 3,8.72,3,6,46,70,83,0,96.21,6,833,0,0
Male,CSE,Tier 3,6.05,2,3,85,57,98,1,69.68,5,1013,0,0
Female,EEE,Tier 1,9.65,0,2,43,74,80,1,91.76,1,876,1,16.44
Male,EEE,Tier 3,5.98,5,6,99,85,98,2,89.15,0,1746,0,0
Male,MECH,Tier 1,6.35,5,9,66,43,98,2,84.17,6,1075,1,16.14
Female,IT,Tier 2,5.2,3,6,41,56,95,0,71.21,4,1951,1,12.01
Male,ECE,Tier 1,7.61,5,9,89,74,48,4,90.87,7,1796,1,17.77
Female,CIVIL,Tier 2,7.84,4,9,51,67,97,3,81.4,7,1910,1,17.8
Female,CSE,Tier 3,9.97,3,4,52,73,40,1,91.95,6,1533,0,0
Male,EEE,Tier 1,5.44,0,9,68,74,49,1,90,0,1110,1,9.21
Female,MECH,Tier 3,9.87,2,1,41,75,77,0,98.11,4,1050,0,0
Male,CSE,Tier 2,6.5,5,3,49,71,49,3,99.21,3,1613,0,0
Female,IT,Tier 2,7.06,5,6,57,94,65,4,82.13,7,997,0,0
Female,ECE,Tier 3,9.58,1,7,94,56,77,0,63.03,4,1441,0,0
Male,CIVIL,Tier 3,8.33,3,7,61,44,97,0,80.81,7,971,0,0
Male,CSE,Tier 2,5.12,0,1,99,85,71,3,94.98,5,1748,0,0
Female,ECE,Tier 2,9.64,3,3,94,52,99,0,75.52,4,1278,1,19.61
Male,CSE,Tier 2,9.47,1,4,81,68,50,2,88.68,6,1546,0,0
Female,ECE,Tier 1,5.54,2,5,60,91,96,0,99.67,0,1222,1,12.79
Male,CSE,Tier 2,5.82,4,7,66,41,91,4,84.85,2,831,0,0
Male,MECH,Tier 2,8.17,1,5,47,76,79,4,77.72,1,1756,0,0
Male,CSE,Tier 2,7.05,1,5,89,58,79,0,68.92,5,1481,1,15.35
Female,MECH,Tier 1,8.31,4,8,89,78,97,0,65.89,6,855,1,17.05
Male,IT,Tier 3,8.12,2,6,91,92,59,4,63.71,4,1293,0,0
Female,CSE,Tier 2,5.31,4,7,63,89,78,1,80.98,4,1938,1,14.29
Male,ECE,Tier 2,6.25,3,3,46,49,47,1,75.14,5,974,0,0
Male,EEE,Tier 3,7.27,2,6,96,61,82,1,72.47,5,1130,0,0
Female,IT,Tier 3,9.93,1,5,65,96,99,3,68.72,1,1393,0,0
Female,CIVIL,Tier 2,7.16,2,9,70,84,94,2,62.59,3,1641,1,15.72
Female,CIVIL,Tier 3,9.38,1,2,49,63,64,3,79.16,5,1220,0,0
Male,EEE,Tier 3,5.3,0,1,68,98,42,1,95.16,0,943,0,0
Female,EEE,Tier 1,6.26,0,6,91,96,60,4,86.01,1,928,1,11.24
Female,CIVIL,Tier 2,6.65,0,4,99,98,77,3,81.34,1,1971,0,0
Female,CIVIL,Tier 3,5.01,2,9,59,75,58,0,86.99,6,1131,0,0
Male,IT,Tier 3,9.49,2,1,72,83,75,0,83.47,2,1930,0,0
Male,MECH,Tier 3,6.63,5,5,63,74,48,4,96.2,0,1416,0,0
Male,CSE,Tier 3,8.27,1,2,41,74,81,4,81.93,4,1889,0,0
Male,EEE,Tier 1,5.71,1,8,47,63,59,2,77.18,1,917,0,0
Male,IT,Tier 2,6.32,5,5,65,85,80,1,61.12,5,1475,1,15.83
Male,CSE,Tier 1,7.32,5,2,88,78,94,0,81.28,7,855,1,17.5
Male,ECE,Tier 2,7.46,2,2,82,68,98,1,76.09,1,1631,1,16.07
Female,CIVIL,Tier 3,8.17,3,4,52,99,83,2,78.84,2,1257,0,0
Female,MECH,Tier 3,5.53,3,9,50,42,74,1,84.71,6,1079,0,0
Female,IT,Tier 2,7.4,5,2,96,58,69,0,74.74,3,1570,1,16.59
Male,EEE,Tier 3,6.05,2,1,87,83,51,3,88.4,4,1129,0,0
Male,CIVIL,Tier 3,5.07,1,2,42,97,87,2,75.07,3,961,0,0
Male,CSE,Tier 1,9.79,0,4,74,68,94,2,88.74,2,1709,1,17.68
Female,ECE,Tier 3,9.42,4,8,69,95,57,1,73.15,1,1056,0,0
Male,CIVIL,Tier 3,8.73,5,8,58,88,82,4,90.43,6,1045,0,0
Male,IT,Tier 3,7.18,2,9,98,60,97,4,66,4,1931,0,0
Female,CIVIL,Tier 3,8.06,3,4,80,82,66,0,99.39,0,1491,0,0
Male,MECH,Tier 1,9.77,4,5,64,72,41,3,95.78,2,1887,1,20.4
Female,IT,Tier 3,5.11,1,8,98,98,62,2,81.03,7,1951,0,0
Male,MECH,Tier 1,9.99,2,3,41,70,71,1,64.72,4,1453,1,20.09
Female,CSE,Tier 1,9.7,3,4,40,72,86,0,82.69,7,1986,1,20.5
Male,ECE,Tier 1,5.65,4,1,47,96,56,0,99.89,4,1042,1,11.95
Female,MECH,Tier 3,7.71,3,5,54,75,81,0,96.33,6,1662,0,0
Male,EEE,Tier 3,5,2,3,82,76,61,2,79.64,7,1481,0,0
Male,IT,Tier 3,9.26,2,7,79,46,62,1,97,3,1999,0,0
Female,CSE,Tier 2,6.66,4,5,76,90,61,3,87.67,7,1500,0,0
Male,CSE,Tier 1,7.4,0,8,98,75,80,3,66.6,1,1096,1,14.28
Female,MECH,Tier 1,8.99,3,1,70,86,72,1,92.32,1,1482,1,17.37
Female,EEE,Tier 3,8.47,3,2,41,68,47,2,99.41,7,1908,0,0
Male,CSE,Tier 3,6.09,4,6,98,56,87,1,60.51,2,1948,0,0
Female,CSE,Tier 3,8.47,3,3,80,63,47,4,97.06,5,1405,0,0
Male,CIVIL,Tier 3,5.35,5,8,78,80,52,4,90.12,7,1189,0,0
Male,CIVIL,Tier 3,7.72,4,9,87,66,49,4,83.12,4,1240,0,0
Male,MECH,Tier 3,8.02,0,8,87,69,64,4,87.23,2,1564,0,0
Male,MECH,Tier 3,8.14,4,3,95,42,85,0,96.11,0,1455,0,0
Male,MECH,Tier 3,7.79,0,6,98,45,93,3,80.21,7,1464,0,0
Male,IT,Tier 1,5.99,1,8,63,90,62,0,81.15,0,1987,1,14.08
Male,ECE,Tier 1,7.76,2,9,63,55,56,4,60.18,1,1811,1,15.92
Male,MECH,Tier 3,8.09,3,8,50,90,69,1,97.77,7,1608,0,0
Male,MECH,Tier 3,5.54,3,9,89,72,44,1,65.46,1,1521,0,0
Female,MECH,Tier 2,6.75,4,2,47,42,65,4,98.21,0,1069,0,0
Female,IT,Tier 3,8.12,1,3,57,54,90,3,97.48,3,1366,0,0
Female,IT,Tier 3,6.29,1,8,91,99,89,3,83.07,0,1127,0,0
Female,EEE,Tier 3,8.43,0,8,88,53,90,2,76.61,2,1655,0,0
Male,CIVIL,Tier 2,6.92,2,7,80,42,44,4,63.32,6,1013,0,0
Female,CSE,Tier 3,6.47,1,5,83,72,58,1,91.81,7,1923,0,0
Female,ECE,Tier 2,8.69,5,2,70,61,50,2,90.59,4,865,0,0
Female,EEE,Tier 1,5.35,5,5,67,78,44,3,96.57,5,1772,1,13.84
Female,CSE,Tier 3,5.23,2,3,59,65,56,2,88.6,7,916,0,0
Female,EEE,Tier 2,9.53,2,6,67,48,71,4,89.9,5,1337,0,0
Female,CIVIL,Tier 3,6.49,4,6,63,56,92,2,71.72,5,1047,0,0
Female,IT,Tier 3,6.69,1,1,62,63,86,3,68.24,7,1383,0,0
Female,MECH,Tier 1,8.89,0,2,78,94,51,0,77.54,1,1379,1,14.63
Male,EEE,Tier 3,5.81,2,1,88,41,56,2,85.17,3,1729,0,0
Female,ECE,Tier 1,8.17,0,9,43,68,90,1,95.48,1,1660,1,15.81
Female,ECE,Tier 1,5.83,4,5,46,87,63,0,93.86,7,1356,1,12.74
Male,CSE,Tier 3,9.43,4,3,77,41,87,4,65.77,5,1101,0,0
Male,ECE,Tier 2,5.51,3,5,44,77,74,1,68.45,2,1652,0,0
Male,IT,Tier 3,5.95,4,1,86,97,69,1,61.03,1,1687,0,0
Female,ECE,Tier 3,7.65,0,2,94,64,40,1,61.22,7,1818,0,0
Male,EEE,Tier 3,5.99,4,4,83,70,49,4,70.33,0,1990,0,0
Female,ECE,Tier 2,7.43,0,3,48,43,70,2,97.99,1,1634,0,0
Female,EEE,Tier 2,9.33,2,9,60,68,70,4,92.95,3,1344,1,17.05
Female,CIVIL,Tier 3,9.54,0,1,77,72,98,3,87.95,6,1027,0,0
Female,EEE,Tier 3,6.95,0,3,42,93,95,0,62.64,6,1108,0,0
Female,MECH,Tier 1,8.03,0,9,79,71,83,4,72.45,6,1178,1,14.6
Male,IT,Tier 3,6.68,2,6,43,57,99,1,96.64,4,872,0,0
Female,CSE,Tier 2,8.43,5,6,62,65,76,3,88.18,6,828,1,16.01
Female,CIVIL,Tier 2,8.83,4,4,62,92,90,1,99.47,3,1687,1,19.42
Male,EEE,Tier 1,5.12,4,8,42,73,56,2,79.55,0,1193,1,13.14
Male,MECH,Tier 2,8.31,2,8,68,59,54,0,65.63,2,1620,1,16.22
Male,ECE,Tier 3,8.64,4,4,76,53,51,3,89.42,2,1096,0,0
Male,ECE,Tier 3,7.88,5,1,81,55,66,4,92.75,7,1300,0,0
Male,CSE,Tier 3,6.63,1,3,71,92,43,1,94.43,7,875,0,0
Female,IT,Tier 2,7.45,3,2,97,93,62,4,77.62,6,1866,0,0
Female,IT,Tier 1,6.58,3,8,84,92,60,3,84.7,4,1227,1,13.57
Female,CIVIL,Tier 2,8.32,1,4,72,62,60,3,75.27,2,1785,0,0
Female,EEE,Tier 3,6.53,0,4,97,43,47,1,61.2,4,1203,0,0
Male,EEE,Tier 2,5.96,4,8,51,83,83,1,93.17,3,1719,1,15.31
Female,IT,Tier 3,5.02,0,5,81,43,76,4,97.16,3,834,0,0
Male,IT,Tier 2,7.22,4,2,60,41,57,2,63.81,4,1775,0,0
Female,IT,Tier 2,7.19,5,4,87,50,63,4,63.16,6,1333,0,0
Male,CIVIL,Tier 3,7.47,0,1,97,87,53,1,88.78,7,1622,0,0
Female,CSE,Tier 1,5.95,4,3,43,68,99,3,94.15,5,1052,1,13.87
Male,CIVIL,Tier 2,8.82,4,1,42,59,97,1,73.23,5,1502,1,19.17
Female,CSE,Tier 2,9.22,5,2,99,83,79,3,95.38,7,1528,1,19.82
Male,CIVIL,Tier 2,8.63,1,9,59,57,43,0,68.58,2,860,0,0
Female,ECE,Tier 1,8.26,0,2,98,99,54,2,63.08,4,1310,1,14.26
Male,CSE,Tier 1,8.13,0,5,90,98,50,1,90.65,0,1029,1,14.15
Male,IT,Tier 2,9.54,1,2,92,44,63,4,91.01,1,1258,0,0
Male,CIVIL,Tier 1,5.73,5,4,52,74,70,1,90.75,3,1479,1,13.02
Female,IT,Tier 1,5.82,3,6,90,91,64,4,68.95,5,985,1,10.08
Male,EEE,Tier 2,8.72,1,6,41,67,58,1,65.18,6,1751,0,0
Female,CSE,Tier 1,6.63,4,2,70,43,53,3,96.65,6,1992,1,16.56
Male,IT,Tier 3,8.88,1,5,96,74,99,0,92.06,2,1938,1,18.8
Male,IT,Tier 1,7.44,3,6,79,84,48,1,89.38,4,1766,1,15.93
Female,CSE,Tier 1,9.23,4,1,70,46,97,3,74.7,4,1370,1,18.67
Female,MECH,Tier 1,9.9,4,1,79,95,59,3,97.04,4,1320,1,19.81
Male,ECE,Tier 3,5.23,2,1,93,45,69,1,92.89,1,1696,0,0
Female,EEE,Tier 1,7.06,0,8,93,99,68,4,68.53,0,1457,1,13.12
Female,CSE,Tier 1,9.61,4,9,59,49,93,2,68.75,1,1091,1,19.96
Male,ECE,Tier 1,10,3,6,72,58,59,4,71.9,4,1156,1,18.96
Male,IT,Tier 1,5.77,0,4,66,65,44,0,69.2,6,1066,0,0
Female,IT,Tier 3,9.5,5,1,69,92,99,3,69.97,6,1875,0,0
Female,EEE,Tier 1,9.1,4,8,99,40,40,1,69.23,0,1150,1,17.78
Male,CIVIL,Tier 3,6.23,0,1,92,88,63,0,70.66,2,1084,0,0
Female,MECH,Tier 3,8.47,5,5,71,57,51,0,93.81,4,1391,0,0
Female,ECE,Tier 3,8.02,2,1,92,87,57,4,75.64,7,948,0,0
Male,CIVIL,Tier 2,8.73,1,9,92,48,82,4,70.13,1,1396,1,16.5
Female,ECE,Tier 3,8.21,0,6,80,61,69,4,87.37,4,1834,0,0
Female,CIVIL,Tier 2,5.78,5,8,92,46,59,3,84.34,3,936,0,0
Male,MECH,Tier 1,8.65,5,5,71,53,69,3,62.24,5,841,1,17.5
Female,IT,Tier 2,7.8,5,3,91,97,45,1,63.17,5,914,1,16.29
Female,EEE,Tier 2,7.14,4,2,64,65,79,3,91.28,2,1639,0,0
Female,CSE,Tier 1,6.78,0,6,79,61,83,3,91.09,5,825,1,11.95
Male,EEE,Tier 1,5.89,2,4,87,44,73,1,70.13,6,1831,1,13.6
Female,CIVIL,Tier 2,8.29,2,5,51,73,97,1,66.08,6,1064,1,16.47
Male,IT,Tier 3,7.85,2,8,76,40,97,1,83.16,7,1891,0,0
Male,CSE,Tier 2,9.67,3,5,80,59,77,2,78.39,0,1375,1,18.28
Female,CSE,Tier 3,9.57,5,2,90,48,95,0,93.17,1,985,1,19.19
Male,CSE,Tier 2,8.23,5,1,94,55,44,3,82.39,6,1135,0,0
Male,CSE,Tier 1,8.4,2,1,77,48,51,1,81.03,1,1655,1,17.11
Female,CSE,Tier 2,5.23,4,3,57,81,48,0,94.01,7,1852,0,0
Male,ECE,Tier 3,8.5,5,4,72,50,91,4,71.99,1,1402,0,0
Female,ECE,Tier 3,7.68,5,6,88,49,83,1,73.46,5,1028,0,0
Male,IT,Tier 3,5.86,1,5,97,55,96,3,89.15,5,1644,0,0
Female,IT,Tier 3,6.27,1,6,77,82,73,2,97.53,1,1691,0,0
Male,IT,Tier 2,7.25,4,1,75,43,89,1,63.8,0,1688,1,17.34
Male,EEE,Tier 1,5.84,1,9,64,54,66,0,74.67,0,1229,1,11.55
Female,EEE,Tier 1,6.83,3,6,72,67,92,4,87.07,1,1008,1,14.75
Male,CIVIL,Tier 1,9.09,2,6,77,43,66,3,97.09,2,1093,1,16.04
Male,CSE,Tier 2,8.17,4,8,70,83,76,4,69.65,4,983,1,16.57
Female,CSE,Tier 2,8.59,0,4,98,47,78,0,88.1,1,1449,1,14.57
Female,ECE,Tier 1,6.26,5,4,78,80,89,3,76.69,5,1893,1,16.65
Male,CSE,Tier 1,9.49,5,2,69,83,78,1,60.37,6,1968,1,21.78
Male,ECE,Tier 2,5.17,3,2,51,73,55,2,77.8,4,1946,0,0
Female,IT,Tier 1,6.81,5,8,77,81,41,4,80.38,5,1268,1,14.54
Male,EEE,Tier 3,6.21,3,7,83,76,57,3,75.18,7,1416,0,0
Female,EEE,Tier 2,7.42,1,4,81,49,48,4,87.93,7,1941,0,0
Female,CIVIL,Tier 2,8.26,1,7,81,97,99,3,96.21,6,1862,1,17.75
Female,ECE,Tier 3,9.69,4,6,67,90,47,4,94.28,4,1808,0,0
Female,MECH,Tier 3,7.99,4,2,74,81,61,4,73.22,4,1018,0,0
Male,CIVIL,Tier 2,9.38,0,1,60,59,41,1,73.86,7,1370,0,0
Female,ECE,Tier 1,6.67,4,7,95,77,71,0,86.24,4,1263,1,14.54
Female,ECE,Tier 3,8.34,1,2,97,73,72,3,89.68,5,1874,0,0
Female,MECH,Tier 1,9.13,1,2,89,78,63,1,79.93,7,1143,1,17.16
Male,ECE,Tier 2,8.65,2,6,89,90,83,4,95.31,0,1509,1,17.42
Female,IT,Tier 3,7.26,1,5,96,46,70,1,97.06,2,1594,0,0
Male,MECH,Tier 3,9.34,1,2,79,89,88,1,96.41,0,1869,0,0
Female,IT,Tier 2,6.26,5,1,46,71,48,4,78.04,0,1636,0,0
Male,MECH,Tier 2,5.19,0,9,51,58,54,2,66.69,4,1350,0,0
Male,MECH,Tier 3,9.38,2,3,54,64,97,1,70.28,3,1608,0,0
Female,EEE,Tier 3,8.88,1,1,61,80,79,0,92.89,6,1953,0,0
Female,CIVIL,Tier 3,7,5,8,48,50,86,2,64.79,4,1378,0,0
Male,IT,Tier 1,7.49,5,4,83,94,59,2,78.77,6,1778,1,17.46
Female,IT,Tier 1,8.01,0,6,81,50,67,1,91.64,5,1197,1,14.14
Male,ECE,Tier 2,8.66,2,4,88,80,88,1,76.78,7,1148,1,15.61
Female,ECE,Tier 1,5.09,4,9,73,98,55,3,62.29,2,890,1,10.44
Male,CIVIL,Tier 3,9.19,5,3,70,76,78,3,83.44,0,1407,0,0
Male,IT,Tier 3,6.11,4,9,84,59,56,3,81.25,2,1340,0,0
Female,CIVIL,Tier 2,5.29,4,5,41,40,72,3,76.7,0,1802,0,0
Female,MECH,Tier 2,5.23,2,5,47,45,86,4,73.44,5,1282,0,0
Female,CSE,Tier 3,7.72,0,8,64,48,50,4,83.66,6,945,0,0
Female,ECE,Tier 1,8.22,4,9,94,80,55,2,93.32,3,1366,1,16.84
Female,EEE,Tier 1,7.77,5,8,99,93,69,1,93.32,4,902,1,16.79
Female,ECE,Tier 2,7.06,5,8,75,54,84,1,84.02,2,1899,1,17.72
Male,MECH,Tier 3,5.23,5,9,49,47,51,3,94.59,6,1827,0,0
Female,CIVIL,Tier 3,7.01,0,5,90,54,94,0,78.21,2,1303,0,0
Male,ECE,Tier 3,9.15,4,9,99,72,44,1,85.76,1,1902,0,0
Male,CSE,Tier 2,9.98,1,3,64,55,89,1,91.09,7,1750,1,19.72
Male,EEE,Tier 1,7.44,1,9,81,43,84,0,75.17,2,1515,1,15.44
Female,CSE,Tier 2,6.3,2,2,51,95,83,0,69.26,6,1729,1,12.91
Male,IT,Tier 1,5.86,4,1,75,78,85,0,81.21,5,1638,1,14.2
Female,EEE,Tier 1,7.23,3,5,82,62,62,3,97.99,2,950,1,13.33
Female,EEE,Tier 2,9.15,5,3,54,49,87,1,77.69,5,1348,1,19.72
Female,MECH,Tier 1,6.24,4,6,99,84,86,4,77.97,4,1924,1,16.61
Female,IT,Tier 1,9.76,4,5,63,52,75,3,72.13,7,1272,1,19.47
Male,CSE,Tier 2,6,1,8,75,78,50,0,87.17,7,1673,0,0
Female,IT,Tier 2,6.1,5,6,42,94,50,4,89.39,6,961,0,0
Female,EEE,Tier 3,6.46,3,8,84,89,43,1,97.73,7,1089,0,0
Female,IT,Tier 3,7.51,2,1,68,49,92,1,85.8,5,1841,0,0
Male,CSE,Tier 2,6.23,5,3,74,55,54,1,70.58,7,1862,0,0
Male,IT,Tier 3,9.6,2,4,73,63,80,4,60.37,0,1571,0,0
Male,CIVIL,Tier 1,9.54,1,8,53,85,89,1,72,4,1752,1,18.52
Female,MECH,Tier 1,6.42,0,2,41,74,43,3,78.29,2,924,0,0
Male,IT,Tier 1,8.15,1,3,60,51,71,1,86.98,4,1734,1,18.18
Female,CIVIL,Tier 1,5.85,0,4,87,57,65,3,90.46,7,1036,0,0
Female,IT,Tier 2,6.04,5,7,68,44,68,1,75.39,7,1160,1,13.04
Female,ECE,Tier 2,9.62,1,8,77,46,98,3,97.09,6,1112,1,18.63
Male,ECE,Tier 3,5.26,4,7,85,60,75,3,70.53,6,1003,0,0
Female,ECE,Tier 2,8.17,2,9,69,58,56,1,83.28,2,893,1,13.83
Female,EEE,Tier 1,7.94,4,3,85,68,81,2,89.98,4,1901,1,16.78
Male,EEE,Tier 3,7.98,4,5,91,79,52,3,64.04,6,1124,0,0
Female,CSE,Tier 2,9.33,5,7,49,65,63,3,83.69,4,966,1,17.56
Male,CSE,Tier 1,5.36,3,7,94,72,77,0,97.29,5,1358,1,13.84
Male,EEE,Tier 2,9.36,4,6,59,43,71,1,91.35,1,1586,1,19.16
Female,CIVIL,Tier 3,5.85,4,8,44,67,87,2,92.16,6,1154,0,0
Male,CSE,Tier 3,6.14,3,6,93,63,59,0,72.97,1,1983,0,0
Female,CSE,Tier 3,9.88,1,2,99,85,48,4,74.28,5,1568,0,0
Male,CIVIL,Tier 3,9.45,3,8,54,94,60,2,84.04,7,1403,0,0
Female,IT,Tier 1,9.55,3,2,66,69,85,4,85.08,0,1128,1,19.11
Male,CIVIL,Tier 1,6.26,4,9,62,82,42,4,61.06,3,1850,1,14.89
Male,CIVIL,Tier 1,6.33,0,1,90,68,47,2,76.04,6,921,0,0
Male,EEE,Tier 1,7.66,3,2,42,43,65,1,62.58,1,990,1,14.79
Female,CIVIL,Tier 2,5.62,2,4,69,73,46,2,84.73,3,1469,0,0
Male,EEE,Tier 2,5.8,1,6,83,89,95,4,79.61,4,1069,0,0
Male,CIVIL,Tier 1,9.66,2,6,70,89,83,2,89.06,4,1312,1,19.29
Male,CIVIL,Tier 3,9.01,5,7,58,58,68,4,67.56,5,1016,0,0
Female,EEE,Tier 1,7.06,2,6,62,77,63,3,70.01,1,1771,1,15.65
Male,CSE,Tier 1,6.95,1,4,58,86,46,0,92.11,5,960,1,10.99
Female,MECH,Tier 3,8.83,3,9,84,54,42,3,79.57,0,1344,0,0
Female,MECH,Tier 3,5.17,0,7,45,62,75,1,73.92,1,978,0,0
Female,MECH,Tier 1,7.63,4,1,82,82,51,0,61.46,7,1296,1,15.58
Female,EEE,Tier 1,6.57,3,7,67,49,94,2,60.33,2,1570,1,14.84
Female,IT,Tier 2,8.2,0,4,65,74,55,3,75.91,4,1834,0,0
Male,ECE,Tier 3,6.71,3,1,82,41,79,1,77.31,5,1780,0,0
Male,CIVIL,Tier 3,6.51,0,8,78,63,53,3,85.61,7,1233,0,0
Female,CSE,Tier 3,6.73,5,8,86,58,51,4,79.93,2,1091,0,0
Female,ECE,Tier 3,7.69,5,2,93,68,95,2,85.59,1,1811,0,0
Female,CSE,Tier 3,8.28,5,9,81,84,61,1,99.2,1,1332,0,0
Female,EEE,Tier 3,9.39,5,8,94,63,81,1,87.99,0,955,1,18.68
Male,ECE,Tier 2,7.08,4,3,95,40,51,4,85.16,0,1545,0,0
Female,IT,Tier 3,5.13,1,8,41,97,62,4,82.71,3,1205,0,0
Female,EEE,Tier 1,8.19,0,8,94,74,42,0,67.69,0,1046,1,12.59
Male,MECH,Tier 3,8.19,4,3,55,78,61,2,90.03,3,1252,0,0
Female,ECE,Tier 3,7.5,1,7,73,42,89,3,98.18,1,1726,0,0
Female,CIVIL,Tier 1,8.76,5,4,80,48,77,0,69.98,2,956,1,18.61
Female,CIVIL,Tier 3,7.58,1,6,54,51,47,1,63.21,1,1752,0,0
Female,IT,Tier 2,7.47,4,7,86,53,97,0,97.08,3,1951,1,17.2
Male,EEE,Tier 1,9.72,5,6,79,79,99,1,80.9,6,1364,1,22.2
