Student_ID,Gender,Branch,College_Tier,CGPA,Internships,Projects,Aptitude_Score,Communication_Score,Technical_Score,Backlogs,Attendance_Percentage,Certifications,Coding_Rating,Placement,Salary_LPA
2508,Male,MECH,Tier 2,6.96,2,8,46,85,92,0,72.78,7,1830,1,15.98
2509,Female,EEE,Tier 1,5.19,0,7,79,89,61,2,97.76,6,917,1,10.16
2510,Female,CIVIL,Tier 1,9.07,1,6,56,95,76,1,89.3,0,1693,1,18.39
2511,Male,CSE,Tier 3,9.52,2,1,67,61,68,3,87.94,4,1820,0,0
2512,Male,ECE,Tier 2,6.55,1,5,42,43,41,2,87.05,7,1387,0,0
2513,Female,EEE,Tier 3,5.65,3,6,54,47,81,2,74.18,4,813,0,0
2514,Male,CSE,Tier 1,6.94,5,7,50,82,76,3,73.81,4,1565,1,16.63
2515,Female,CIVIL,Tier 2,7.41,2,2,91,62,94,4,88.24,3,1381,0,0
2516,Female,EEE,Tier 3,7.03,4,9,85,97,87,1,92.97,1,1449,1,15.71
2517,Male,ECE,Tier 3,8.06,2,6,96,58,89,4,67.12,3,1947,0,0
2518,Female,IT,Tier 2,8.37,5,9,66,58,81,0,63.24,5,1334,1,18.59
2519,Female,CIVIL,Tier 1,9.45,0,7,47,83,40,1,68,0,1715,1,16.52
2520,Female,MECH,Tier 3,8.75,2,2,61,97,46,3,91.9,1,1429,0,0
2521,Male,MECH,Tier 3,8.62,3,5,52,56,63,2,86.37,2,1283,0,0
2522,Female,MECH,Tier 2,5.66,0,7,50,71,46,1,82.82,7,1610,0,0
2523,Male,CIVIL,Tier 1,7.94,2,6,57,65,93,4,68.21,1,836,1,14.3
2524,Male,ECE,Tier 1,9.11,1,8,54,49,98,3,94.22,6,927,1,18.23
2525,Male,CIVIL,Tier 2,6.68,4,1,63,80,60,3,60.44,3,1866,0,0
2526,Male,CIVIL,Tier 2,9.67,4,9,63,91,58,2,75.14,3,1716,1,19.69
2527,Male,MECH,Tier 2,8.78,4,6,46,73,88,2,96.33,4,1570,1,18.64
2528,Female,CSE,Tier 3,6.67,1,3,73,53,48,1,95.58,4,1024,0,0
2529,Female,CSE,Tier 1,6.05,2,4,89,91,83,4,77.64,7,1219,1,13.27
2530,Female,CIVIL,Tier 1,7.61,0,9,43,45,82,3,96,1,1702,1,15.24
2531,Male,ECE,Tier 2,6.02,4,1,80,60,82,1,91.05,7,1966,1,15.28
2532,Female,CIVIL,Tier 3,7.23,2,5,85,56,59,0,89.59,7,986,0,0
2533,Male,CIVIL,Tier 1,9.41,0,8,62,50,64,3,65.97,1,1776,1,18.29
2534,Female,IT,Tier 1,5.33,1,1,65,72,91,2,69.02,0,877,1,10.94
2535,Male,MECH,Tier 1,5.22,1,9,56,97,88,3,61.38,6,1989,1,12.09
2536,Female,ECE,Tier 3,8.48,2,4,76,57,58,1,84.2,0,1047,0,0
2537,Female,MECH,Tier 1,6.7,0,4,41,52,80,3,78.26,5,1767,0,0
2538,Male,IT,Tier 3,7.59,0,9,86,98,87,0,94.41,6,891,0,0
2539,Male,CIVIL,Tier 1,8.14,4,9,84,97,54,3,70.11,0,1615,1,17.41
2540,Female,ECE,Tier 3,7.94,2,1,44,55,53,3,88.7,0,1735,0,0
2541,Male,EEE,Tier 2,8.73,5,2,50,40,75,0,82.69,5,1853,1,19.1
2542,Male,CSE,Tier 3,7.99,3,6,62,65,41,0,77.11,2,1676,0,0
2543,Male,CSE,Tier 2,6.51,2,8,95,54,68,0,71.71,6,1468,1,12.61
2544,Male,EEE,Tier 2,8.54,0,7,61,42,88,4,93.46,1,1788,0,0
2545,Male,CIVIL,Tier 2,6.26,0,4,99,63,69,3,87.72,2,1517,0,0
2546,Male,CSE,Tier 2,7.05,0,6,44,49,61,1,98.28,6,873,0,0
2547,Female,CIVIL,Tier 2,7.23,2,5,51,67,91,3,62.36,6,1592,0,0
2548,Male,ECE,Tier 3,9.31,4,4,94,52,64,4,96.42,3,847,0,0
2549,Female,CIVIL,Tier 3,9.51,3,6,72,65,76,1,85.99,0,1073,0,0
2550,Female,CIVIL,Tier 1,6.98,3,3,75,67,74,0,62.21,4,1605,1,15.3
2551,Male,ECE,Tier 3,7.48,5,1,70,52,55,3,60.29,1,1229,0,0
2552,Female,MECH,Tier 2,6.08,3,5,82,47,49,3,68.86,1,1073,0,0
2553,Female,MECH,Tier 1,8.52,1,6,69,75,83,1,80.39,2,1082,1,16.84
2554,Male,CSE,Tier 1,7.94,1,3,94,61,65,2,66.82,2,1500,1,14.76
2555,Male,CSE,Tier 2,8.18,1,3,79,75,59,2,92.93,1,1651,0,0
2556,Female,CSE,Tier 1,7.91,0,9,49,91,59,0,92.35,1,1348,1,14.65
2557,Male,ECE,Tier 3,6.84,5,7,57,64,61,4,92.54,5,1885,0,0
2558,Male,CIVIL,Tier 3,6.3,1,1,73,63,80,1,90.32,1,897,0,0
2559,Male,IT,Tier 1,9.48,3,2,49,57,49,2,71.94,1,948,1,16.68
2560,Male,EEE,Tier 3,9.45,5,5,52,99,40,4,72.68,7,870,0,0
2561,Female,ECE,Tier 3,5.22,1,1,96,50,61,1,90.69,3,1643,0,0
2562,Female,CIVIL,Tier 3,5,2,6,98,91,76,1,68.78,1,1916,0,0
2563,Male,CIVIL,Tier 1,6.15,2,3,99,64,91,1,82.47,7,906,1,13.01
2564,Male,IT,Tier 1,8.95,2,1,89,81,45,2,95.63,1,1898,1,19.08
2565,Female,IT,Tier 2,5.16,0,1,68,64,60,2,66,2,1840,0,0
2566,Male,CSE,Tier 2,8.58,1,2,49,62,45,4,79.93,7,1818,0,0
2567,Male,MECH,Tier 3,7.66,5,9,54,60,90,0,91.94,0,1411,1,17.2
2568,Female,IT,Tier 1,6.47,4,7,46,43,92,4,87.55,2,1183,1,15.27
2569,Female,MECH,Tier 1,5.18,2,9,89,40,85,2,63.47,4,1317,1,12.02
2570,Female,CSE,Tier 3,6.59,5,2,71,69,52,2,91.11,5,1765,0,0
2571,Female,CSE,Tier 3,6.43,1,9,98,54,40,3,87.92,6,1181,0,0
2572,Male,CIVIL,Tier 1,6.7,2,6,99,74,62,4,86.33,2,1031,1,14.03
2573,Male,ECE,Tier 3,8.75,4,5,48,96,67,3,70.58,5,1884,0,0
2574,Female,MECH,Tier 2,8.53,2,3,70,87,61,0,74.15,3,1010,1,14.86
2575,Female,MECH,Tier 2,8.77,1,1,93,92,61,4,99.69,4,1824,0,0
2576,Female,MECH,Tier 2,7.34,1,6,74,73,65,1,61.65,2,1033,0,0
2577,Male,CSE,Tier 3,7.62,0,1,79,46,57,2,79.45,5,997,0,0
2578,Female,EEE,Tier 2,8.04,2,8,48,71,72,0,96.43,4,1910,1,17.33
2579,Male,CSE,Tier 3,7.35,5,9,45,99,47,1,97.36,7,1271,0,0
2580,Male,IT,Tier 3,5.22,0,7,73,78,98,3,80.32,5,1952,0,0
2581,Female,CIVIL,Tier 2,9.2,2,4,65,66,83,4,72.27,3,1807,1,19.31
2582,Male,ECE,Tier 3,9.52,5,7,57,95,44,3,80.45,3,1492,0,0
2583,Male,CIVIL,Tier 3,9.21,3,7,61,80,97,4,91.31,3,1387,0,0
2584,Male,CSE,Tier 3,9.76,2,2,83,83,41,2,94.23,0,1766,0,0
2585,Female,CSE,Tier 2,5.86,2,4,75,40,66,3,85.01,6,822,0,0
2586,Male,CSE,Tier 3,7.2,1,6,53,79,55,4,62,4,1294,0,0
2587,Male,IT,Tier 3,8.21,4,4,82,65,87,4,84.8,2,1584,0,0
2588,Female,CIVIL,Tier 2,5.86,5,1,73,90,81,4,92.02,0,1362,0,0
2589,Female,ECE,Tier 2,5.76,3,5,58,50,75,2,85.74,5,1119,0,0
2590,Female,ECE,Tier 3,7.47,4,5,97,44,46,4,93.7,7,1516,0,0
2591,Male,ECE,Tier 2,7.65,5,8,84,42,94,3,96.1,4,1604,1,17.91
2592,Female,EEE,Tier 1,6.35,1,6,99,96,83,2,96.29,3,1045,1,12.77
2593,Male,CIVIL,Tier 1,9.82,5,4,42,52,41,4,90.82,1,1329,1,19.01
2594,Male,CIVIL,Tier 2,6.91,4,5,46,90,73,3,80.36,5,1180,0,0
2595,Male,CSE,Tier 1,7.24,2,3,54,48,51,0,73.5,5,1855,1,15.74
2596,Male,CSE,Tier 3,6.99,4,4,63,97,47,1,80.13,7,1858,0,0
2597,Female,IT,Tier 3,7.43,4,7,56,63,75,4,68.78,6,1546,0,0
2598,Male,ECE,Tier 1,7.51,1,5,80,61,86,4,100,6,996,1,14.72
2599,Female,CIVIL,Tier 3,8.68,3,1,85,75,69,3,95.9,0,1296,0,0
2600,Male,MECH,Tier 2,7.17,5,2,41,93,86,2,84.97,0,1734,1,16.3
2601,Female,EEE,Tier 3,8.72,3,6,46,70,83,0,96.21,6,833,0,0
2602,Male,CSE,Tier 3,6.05,2,3,85,57,98,1,69.68,5,1013,0,0
2603,Female,EEE,Tier 1,9.65,0,2,43,74,80,1,91.76,1,876,1,16.44
2604,Male,EEE,Tier 3,5.98,5,6,99,85,98,2,89.15,0,1746,0,0
2605,Male,MECH,Tier 1,6.35,5,9,66,43,98,2,84.17,6,1075,1,16.14
2606,Female,IT,Tier 2,5.2,3,6,41,56,95,0,71.21,4,1951,1,12.01
2607,Male,ECE,Tier 1,7.61,5,9,89,74,48,4,90.87,7,1796,1,17.77
2608,Female,CIVIL,Tier 2,7.84,4,9,51,67,97,3,81.4,7,1910,1,17.8
2609,Female,CSE,Tier 3,9.97,3,4,52,73,40,1,91.95,6,1533,0,0
2610,Male,EEE,Tier 1,5.44,0,9,68,74,49,1,90,0,1110,1,9.21
2611,Female,MECH,Tier 3,9.87,2,1,41,75,77,0,98.11,4,1050,0,0
2612,Male,CSE,Tier 2,6.5,5,3,49,71,49,3,99.21,3,1613,0,0
2613,Female,IT,Tier 2,7.06,5,6,57,94,65,4,82.13,7,997,0,0
2614,Female,ECE,Tier 3,9.58,1,7,94,56,77,0,63.03,4,1441,0,0
2615,Male,CIVIL,Tier 3,8.33,3,7,61,44,97,0,80.81,7,971,0,0
2616,Male,CSE,Tier 2,5.12,0,1,99,85,71,3,94.98,5,1748,0,0
2617,Female,ECE,Tier 2,9.64,3,3,94,52,99,0,75.52,4,1278,1,19.61
2618,Male,CSE,Tier 2,9.47,1,4,81,68,50,2,88.68,6,1546,0,0
2619,Female,ECE,Tier 1,5.54,2,5,60,91,96,0,99.67,0,1222,1,12.79
2620,Male,CSE,Tier 2,5.82,4,7,66,41,91,4,84.85,2,831,0,0
2621,Male,MECH,Tier 2,8.17,1,5,47,76,79,4,77.72,1,1756,0,0
2622,Male,CSE,Tier 2,7.05,1,5,89,58,79,0,68.92,5,1481,1,15.35
2623,Female,MECH,Tier 1,8.31,4,8,89,78,97,0,65.89,6,855,1,17.05
2624,Male,IT,Tier 3,8.12,2,6,91,92,59,4,63.71,4,1293,0,0
2625,Female,CSE,Tier 2,5.31,4,7,63,89,78,1,80.98,4,1938,1,14.29
2626,Male,ECE,Tier 2,6.25,3,3,46,49,47,1,75.14,5,974,0,0
2627,Male,EEE,Tier 3,7.27,2,6,96,61,82,1,72.47,5,1130,0,0
2628,Female,IT,Tier 3,9.93,1,5,65,96,99,3,68.72,1,1393,0,0
2629,Female,CIVIL,Tier 2,7.16,2,9,70,84,94,2,62.59,3,1641,1,15.72
2630,Female,CIVIL,Tier 3,9.38,1,2,49,63,64,3,79.16,5,1220,0,0
2631,Male,EEE,Tier 3,5.3,0,1,68,98,42,1,95.16,0,943,0,0
2632,Female,EEE,Tier 1,6.26,0,6,91,96,60,4,86.01,1,928,1,11.24
2633,Female,CIVIL,Tier 2,6.65,0,4,99,98,77,3,81.34,1,1971,0,0
2634,Female,CIVIL,Tier 3,5.01,2,9,59,75,58,0,86.99,6,1131,0,0
2635,Male,IT,Tier 3,9.49,2,1,72,83,75,0,83.47,2,1930,0,0
2636,Male,MECH,Tier 3,6.63,5,5,63,74,48,4,96.2,0,1416,0,0
2637,Male,CSE,Tier 3,8.27,1,2,41,74,81,4,81.93,4,1889,0,0
2638,Male,EEE,Tier 1,5.71,1,8,47,63,59,2,77.18,1,917,0,0
2639,Male,IT,Tier 2,6.32,5,5,65,85,80,1,61.12,5,1475,1,15.83
2640,Male,CSE,Tier 1,7.32,5,2,88,78,94,0,81.28,7,855,1,17.5
2641,Male,ECE,Tier 2,7.46,2,2,82,68,98,1,76.09,1,1631,1,16.07
2642,Female,CIVIL,Tier 3,8.17,3,4,52,99,83,2,78.84,2,1257,0,0
2643,Female,MECH,Tier 3,5.53,3,9,50,42,74,1,84.71,6,1079,0,0
2644,Female,IT,Tier 2,7.4,5,2,96,58,69,0,74.74,3,1570,1,16.59
2645,Male,EEE,Tier 3,6.05,2,1,87,83,51,3,88.4,4,1129,0,0
2646,Male,CIVIL,Tier 3,5.07,1,2,42,97,87,2,75.07,3,961,0,0
2647,Male,CSE,Tier 1,9.79,0,4,74,68,94,2,88.74,2,1709,1,17.68
2648,Female,ECE,Tier 3,9.42,4,8,69,95,57,1,73.15,1,1056,0,0
2649,Male,CIVIL,Tier 3,8.73,5,8,58,88,82,4,90.43,6,1045,0,0
2650,Male,IT,Tier 3,7.18,2,9,98,60,97,4,66,4,1931,0,0
2651,Female,CIVIL,Tier 3,8.06,3,4,80,82,66,0,99.39,0,1491,0,0
2652,Male,MECH,Tier 1,9.77,4,5,64,72,41,3,95.78,2,1887,1,20.4
2653,Female,IT,Tier 3,5.11,1,8,98,98,62,2,81.03,7,1951,0,0
2654,Male,MECH,Tier 1,9.99,2,3,41,70,71,1,64.72,4,1453,1,20.09
2655,Female,CSE,Tier 1,9.7,3,4,40,72,86,0,82.69,7,1986,1,20.5
2656,Male,ECE,Tier 1,5.65,4,1,47,96,56,0,99.89,4,1042,1,11.95
2657,Female,MECH,Tier 3,7.71,3,5,54,75,81,0,96.33,6,1662,0,0
2658,Male,EEE,Tier 3,5,2,3,82,76,61,2,79.64,7,1481,0,0
2659,Male,IT,Tier 3,9.26,2,7,79,46,62,1,97,3,1999,0,0
2660,Female,CSE,Tier 2,6.66,4,5,76,90,61,3,87.67,7,1500,0,0
2661,Male,CSE,Tier 1,7.4,0,8,98,75,80,3,66.6,1,1096,1,14.28
2662,Female,MECH,Tier 1,8.99,3,1,70,86,72,1,92.32,1,1482,1,17.37
2663,Female,EEE,Tier 3,8.47,3,2,41,68,47,2,99.41,7,1908,0,0
2664,Male,CSE,Tier 3,6.09,4,6,98,56,87,1,60.51,2,1948,0,0
2665,Female,CSE,Tier 3,8.47,3,3,80,63,47,4,97.06,5,1405,0,0
2666,Male,CIVIL,Tier 3,5.35,5,8,78,80,52,4,90.12,7,1189,0,0
2667,Male,CIVIL,Tier 3,7.72,4,9,87,66,49,4,83.12,4,1240,0,0
2668,Male,MECH,Tier 3,8.02,0,8,87,69,64,4,87.23,2,1564,0,0
2669,Male,MECH,Tier 3,8.14,4,3,95,42,85,0,96.11,0,1455,0,0
2670,Male,MECH,Tier 3,7.79,0,6,98,45,93,3,80.21,7,1464,0,0
2671,Male,IT,Tier 1,5.99,1,8,63,90,62,0,81.15,0,1987,1,14.08
2672,Male,ECE,Tier 1,7.76,2,9,63,55,56,4,60.18,1,1811,1,15.92
2673,Male,MECH,Tier 3,8.09,3,8,50,90,69,1,97.77,7,1608,0,0
2674,Male,MECH,Tier 3,5.54,3,9,89,72,44,1,65.46,1,1521,0,0
2675,Female,MECH,Tier 2,6.75,4,2,47,42,65,4,98.21,0,1069,0,0
2676,Female,IT,Tier 3,8.12,1,3,57,54,90,3,97.48,3,1366,0,0
2677,Female,IT,Tier 3,6.29,1,8,91,99,89,3,83.07,0,1127,0,0
2678,Female,EEE,Tier 3,8.43,0,8,88,53,90,2,76.61,2,1655,0,0
2679,Male,CIVIL,Tier 2,6.92,2,7,80,42,44,4,63.32,6,1013,0,0
2680,Female,CSE,Tier 3,6.47,1,5,83,72,58,1,91.81,7,1923,0,0
2681,Female,ECE,Tier 2,8.69,5,2,70,61,50,2,90.59,4,865,0,0
2682,Female,EEE,Tier 1,5.35,5,5,67,78,44,3,96.57,5,1772,1,13.84
2683,Female,CSE,Tier 3,5.23,2,3,59,65,56,2,88.6,7,916,0,0
2684,Female,EEE,Tier 2,9.53,2,6,67,48,71,4,89.9,5,1337,0,0
2685,Female,CIVIL,Tier 3,6.49,4,6,63,56,92,2,71.72,5,1047,0,0
2686,Female,IT,Tier 3,6.69,1,1,62,63,86,3,68.24,7,1383,0,0
2687,Female,MECH,Tier 1,8.89,0,2,78,94,51,0,77.54,1,1379,1,14.63
2688,Male,EEE,Tier 3,5.81,2,1,88,41,56,2,85.17,3,1729,0,0
2689,Female,ECE,Tier 1,8.17,0,9,43,68,90,1,95.48,1,1660,1,15.81
2690,Female,ECE,Tier 1,5.83,4,5,46,87,63,0,93.86,7,1356,1,12.74
2691,Male,CSE,Tier 3,9.43,4,3,77,41,87,4,65.77,5,1101,0,0
2692,Male,ECE,Tier 2,5.51,3,5,44,77,74,1,68.45,2,1652,0,0
2693,Male,IT,Tier 3,5.95,4,1,86,97,69,1,61.03,1,1687,0,0
2694,Female,ECE,Tier 3,7.65,0,2,94,64,40,1,61.22,7,1818,0,0
2695,Male,EEE,Tier 3,5.99,4,4,83,70,49,4,70.33,0,1990,0,0
2696,Female,ECE,Tier 2,7.43,0,3,48,43,70,2,97.99,1,1634,0,0
2697,Female,EEE,Tier 2,9.33,2,9,60,68,70,4,92.95,3,1344,1,17.05
2698,Female,CIVIL,Tier 3,9.54,0,1,77,72,98,3,87.95,6,1027,0,0
2699,Female,EEE,Tier 3,6.95,0,3,42,93,95,0,62.64,6,1108,0,0
2700,Female,MECH,Tier 1,8.03,0,9,79,71,83,4,72.45,6,1178,1,14.6
2701,Male,IT,Tier 3,6.68,2,6,43,57,99,1,96.64,4,872,0,0
2702,Female,CSE,Tier 2,8.43,5,6,62,65,76,3,88.18,6,828,1,16.01
2703,Female,CIVIL,Tier 2,8.83,4,4,62,92,90,1,99.47,3,1687,1,19.42
2704,Male,EEE,Tier 1,5.12,4,8,42,73,56,2,79.55,0,1193,1,13.14
2705,Male,MECH,Tier 2,8.31,2,8,68,59,54,0,65.63,2,1620,1,16.22
2706,Male,ECE,Tier 3,8.64,4,4,76,53,51,3,89.42,2,1096,0,0
2707,Male,ECE,Tier 3,7.88,5,1,81,55,66,4,92.75,7,1300,0,0
2708,Male,CSE,Tier 3,6.63,1,3,71,92,43,1,94.43,7,875,0,0
2709,Female,IT,Tier 2,7.45,3,2,97,93,62,4,77.62,6,1866,0,0
2710,Female,IT,Tier 1,6.58,3,8,84,92,60,3,84.7,4,1227,1,13.57
2711,Female,CIVIL,Tier 2,8.32,1,4,72,62,60,3,75.27,2,1785,0,0
2712,Female,EEE,Tier 3,6.53,0,4,97,43,47,1,61.2,4,1203,0,0
2713,Male,EEE,Tier 2,5.96,4,8,51,83,83,1,93.17,3,1719,1,15.31
2714,Female,IT,Tier 3,5.02,0,5,81,43,76,4,97.16,3,834,0,0
2715,Male,IT,Tier 2,7.22,4,2,60,41,57,2,63.81,4,1775,0,0
2716,Female,IT,Tier 2,7.19,5,4,87,50,63,4,63.16,6,1333,0,0
2717,Male,CIVIL,Tier 3,7.47,0,1,97,87,53,1,88.78,7,1622,0,0
2718,Female,CSE,Tier 1,5.95,4,3,43,68,99,3,94.15,5,1052,1,13.87
2719,Male,CIVIL,Tier 2,8.82,4,1,42,59,97,1,73.23,5,1502,1,19.17
2720,Female,CSE,Tier 2,9.22,5,2,99,83,79,3,95.38,7,1528,1,19.82
2721,Male,CIVIL,Tier 2,8.63,1,9,59,57,43,0,68.58,2,860,0,0
2722,Female,ECE,Tier 1,8.26,0,2,98,99,54,2,63.08,4,1310,1,14.26
2723,Male,CSE,Tier 1,8.13,0,5,90,98,50,1,90.65,0,1029,1,14.15
2724,Male,IT,Tier 2,9.54,1,2,92,44,63,4,91.01,1,1258,0,0
2725,Male,CIVIL,Tier 1,5.73,5,4,52,74,70,1,90.75,3,1479,1,13.02
2726,Female,IT,Tier 1,5.82,3,6,90,91,64,4,68.95,5,985,1,10.08
2727,Male,EEE,Tier 2,8.72,1,6,41,67,58,1,65.18,6,1751,0,0
2728,Female,CSE,Tier 1,6.63,4,2,70,43,53,3,96.65,6,1992,1,16.56
2729,Male,IT,Tier 3,8.88,1,5,96,74,99,0,92.06,2,1938,1,18.8
2730,Male,IT,Tier 1,7.44,3,6,79,84,48,1,89.38,4,1766,1,15.93
2731,Female,CSE,Tier 1,9.23,4,1,70,46,97,3,74.7,4,1370,1,18.67
2732,Female,MECH,Tier 1,9.9,4,1,79,95,59,3,97.04,4,1320,1,19.81
2733,Male,ECE,Tier 3,5.23,2,1,93,45,69,1,92.89,1,1696,0,0
2734,Female,EEE,Tier 1,7.06,0,8,93,99,68,4,68.53,0,1457,1,13.12
2735,Female,CSE,Tier 1,9.61,4,9,59,49,93,2,68.75,1,1091,1,19.96
2736,Male,ECE,Tier 1,10,3,6,72,58,59,4,71.9,4,1156,1,18.96
2737,Male,IT,Tier 1,5.77,0,4,66,65,44,0,69.2,6,1066,0,0
2738,Female,IT,Tier 3,9.5,5,1,69,92,99,3,69.97,6,1875,0,0
2739,Female,EEE,Tier 1,9.1,4,8,99,40,40,1,69.23,0,1150,1,17.78
2740,Male,CIVIL,Tier 3,6.23,0,1,92,88,63,0,70.66,2,1084,0,0
2741,Female,MECH,Tier 3,8.47,5,5,71,57,51,0,93.81,4,1391,0,0
2742,Female,ECE,Tier 3,8.02,2,1,92,87,57,4,75.64,7,948,0,0
2743,Male,CIVIL,Tier 2,8.73,1,9,92,48,82,4,70.13,1,1396,1,16.5
2744,Female,ECE,Tier 3,8.21,0,6,80,61,69,4,87.37,4,1834,0,0
2745,Female,CIVIL,Tier 2,5.78,5,8,92,46,59,3,84.34,3,936,0,0
2746,Male,MECH,Tier 1,8.65,5,5,71,53,69,3,62.24,5,841,1,17.5
2747,Female,IT,Tier 2,7.8,5,3,91,97,45,1,63.17,5,914,1,16.29
2748,Female,EEE,Tier 2,7.14,4,2,64,65,79,3,91.28,2,1639,0,0
2749,Female,CSE,Tier 1,6.78,0,6,79,61,83,3,91.09,5,825,1,11.95
2750,Male,EEE,Tier 1,5.89,2,4,87,44,73,1,70.13,6,1831,1,13.6
2751,Female,CIVIL,Tier 2,8.29,2,5,51,73,97,1,66.08,6,1064,1,16.47
2752,Male,IT,Tier 3,7.85,2,8,76,40,97,1,83.16,7,1891,0,0
2753,Male,CSE,Tier 2,9.67,3,5,80,59,77,2,78.39,0,1375,1,18.28
2754,Female,CSE,Tier 3,9.57,5,2,90,48,95,0,93.17,1,985,1,19.19
2755,Male,CSE,Tier 2,8.23,5,1,94,55,44,3,82.39,6,1135,0,0
2756,Male,CSE,Tier 1,8.4,2,1,77,48,51,1,81.03,1,1655,1,17.11
2757,Female,CSE,Tier 2,5.23,4,3,57,81,48,0,94.01,7,1852,0,0
2758,Male,ECE,Tier 3,8.5,5,4,72,50,91,4,71.99,1,1402,0,0
2759,Female,ECE,Tier 3,7.68,5,6,88,49,83,1,73.46,5,1028,0,0
2760,Male,IT,Tier 3,5.86,1,5,97,55,96,3,89.15,5,1644,0,0
2761,Female,IT,Tier 3,6.27,1,6,77,82,73,2,97.53,1,1691,0,0
2762,Male,IT,Tier 2,7.25,4,1,75,43,89,1,63.8,0,1688,1,17.34
2763,Male,EEE,Tier 1,5.84,1,9,64,54,66,0,74.67,0,1229,1,11.55
2764,Female,EEE,Tier 1,6.83,3,6,72,67,92,4,87.07,1,1008,1,14.75
2765,Male,CIVIL,Tier 1,9.09,2,6,77,43,66,3,97.09,2,1093,1,16.04
2766,Male,CSE,Tier 2,8.17,4,8,70,83,76,4,69.65,4,983,1,16.57
2767,Female,CSE,Tier 2,8.59,0,4,98,47,78,0,88.1,1,1449,1,14.57
2768,Female,ECE,Tier 1,6.26,5,4,78,80,89,3,76.69,5,1893,1,16.65
2769,Male,CSE,Tier 1,9.49,5,2,69,83,78,1,60.37,6,1968,1,21.78
2770,Male,ECE,Tier 2,5.17,3,2,51,73,55,2,77.8,4,1946,0,0
2771,Female,IT,Tier 1,6.81,5,8,77,81,41,4,80.38,5,1268,1,14.54
2772,Male,EEE,Tier 3,6.21,3,7,83,76,57,3,75.18,7,1416,0,0
2773,Female,EEE,Tier 2,7.42,1,4,81,49,48,4,87.93,7,1941,0,0
2774,Female,CIVIL,Tier 2,8.26,1,7,81,97,99,3,96.21,6,1862,1,17.75
2775,Female,ECE,Tier 3,9.69,4,6,67,90,47,4,94.28,4,1808,0,0
2776,Female,MECH,Tier 3,7.99,4,2,74,81,61,4,73.22,4,1018,0,0
2777,Male,CIVIL,Tier 2,9.38,0,1,60,59,41,1,73.86,7,1370,0,0
2778,Female,ECE,Tier 1,6.67,4,7,95,77,71,0,86.24,4,1263,1,14.54
2779,Female,ECE,Tier 3,8.34,1,2,97,73,72,3,89.68,5,1874,0,0
2780,Female,MECH,Tier 1,9.13,1,2,89,78,63,1,79.93,7,1143,1,17.16
2781,Male,ECE,Tier 2,8.65,2,6,89,90,83,4,95.31,0,1509,1,17.42
2782,Female,IT,Tier 3,7.26,1,5,96,46,70,1,97.06,2,1594,0,0
2783,Male,MECH,Tier 3,9.34,1,2,79,89,88,1,96.41,0,1869,0,0
2784,Female,IT,Tier 2,6.26,5,1,46,71,48,4,78.04,0,1636,0,0
2785,Male,MECH,Tier 2,5.19,0,9,51,58,54,2,66.69,4,1350,0,0
2786,Male,MECH,Tier 3,9.38,2,3,54,64,97,1,70.28,3,1608,0,0
2787,Female,EEE,Tier 3,8.88,1,1,61,80,79,0,92.89,6,1953,0,0
2788,Female,CIVIL,Tier 3,7,5,8,48,50,86,2,64.79,4,1378,0,0
2789,Male,IT,Tier 1,7.49,5,4,83,94,59,2,78.77,6,1778,1,17.46
2790,Female,IT,Tier 1,8.01,0,6,81,50,67,1,91.64,5,1197,1,14.14
2791,Male,ECE,Tier 2,8.66,2,4,88,80,88,1,76.78,7,1148,1,15.61
2792,Female,ECE,Tier 1,5.09,4,9,73,98,55,3,62.29,2,890,1,10.44
2793,Male,CIVIL,Tier 3,9.19,5,3,70,76,78,3,83.44,0,1407,0,0
2794,Male,IT,Tier 3,6.11,4,9,84,59,56,3,81.25,2,1340,0,0
2795,Female,CIVIL,Tier 2,5.29,4,5,41,40,72,3,76.7,0,1802,0,0
2796,Female,MECH,Tier 2,5.23,2,5,47,45,86,4,73.44,5,1282,0,0
2797,Female,CSE,Tier 3,7.72,0,8,64,48,50,4,83.66,6,945,0,0
2798,Female,ECE,Tier 1,8.22,4,9,94,80,55,2,93.32,3,1366,1,16.84
2799,Female,EEE,Tier 1,7.77,5,8,99,93,69,1,93.32,4,902,1,16.79
2800,Female,ECE,Tier 2,7.06,5,8,75,54,84,1,84.02,2,1899,1,17.72
2801,Male,MECH,Tier 3,5.23,5,9,49,47,51,3,94.59,6,1827,0,0
2802,Female,CIVIL,Tier 3,7.01,0,5,90,54,94,0,78.21,2,1303,0,0
2803,Male,ECE,Tier 3,9.15,4,9,99,72,44,1,85.76,1,1902,0,0
2804,Male,CSE,Tier 2,9.98,1,3,64,55,89,1,91.09,7,1750,1,19.72
2805,Male,EEE,Tier 1,7.44,1,9,81,43,84,0,75.17,2,1515,1,15.44
2806,Female,CSE,Tier 2,6.3,2,2,51,95,83,0,69.26,6,1729,1,12.91
2807,Male,IT,Tier 1,5.86,4,1,75,78,85,0,81.21,5,1638,1,14.2
2808,Female,EEE,Tier 1,7.23,3,5,82,62,62,3,97.99,2,950,1,13.33
2809,Female,EEE,Tier 2,9.15,5,3,54,49,87,1,77.69,5,1348,1,19.72
2810,Female,MECH,Tier 1,6.24,4,6,99,84,86,4,77.97,4,1924,1,16.61
